Department,JobLevel,JobRole,BusinessTravel,OverTime,PerformanceRating,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,TrainingTimesLastYear,TotalWorkingYears,NumCompaniesWorked,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
Sales,3,Sales Executive,Travel_Rarely,No,3,2,1,3,3,2,12,2,7,7,1,7,No
Sales,2,Sales Executive,Non-Travel,No,3,3,2,4,2,2,13,8,11,7,1,7,No
Research & Development,2,Healthcare Representative,Travel_Rarely,No,3,4,3,3,3,3,10,3,7,0,1,7,No
Research & Development,2,Healthcare Representative,Travel_Rarely,Yes,3,1,4,2,3,2,15,3,1,0,1,0,No
Research & Development,2,Research Scientist,Non-Travel,No,3,3,2,4,2,2,11,5,9,8,1,7,No
Human Resources,1,Human Resources,Travel_Rarely,No,3,3,4,2,3,5,10,0,9,7,1,8,No
Sales,1,Sales Representative,Travel_Rarely,No,3,3,2,2,3,3,1,1,1,0,1,0,Yes
Research & Development,2,Manufacturing Director,Non-Travel,No,3,3,4,2,3,6,15,2,7,7,1,7,No
Human Resources,1,Human Resources,Travel_Rarely,Yes,3,3,2,4,3,3,6,0,5,1,1,4,Yes
Research & Development,2,Research Scientist,Travel_Rarely,No,3,3,4,4,2,2,14,4,7,1,1,7,No
Research & Development,2,Healthcare Representative,Travel_Rarely,No,3,1,3,4,3,3,11,8,7,0,1,6,No
Research & Development,1,Research Scientist,Travel_Frequently,Yes,4,2,4,4,2,3,1,1,1,0,1,0,Yes
Sales,2,Sales Executive,Travel_Rarely,Yes,3,2,3,2,3,4,10,1,10,9,1,7,No
Sales,3,Sales Executive,Travel_Rarely,Yes,3,3,4,3,3,3,9,2,5,3,1,0,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,2,3,2,2,3,1,1,1,0,1,0,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,4,1,3,3,5,1,4,2,1,0,Yes
Sales,2,Sales Executive,Travel_Rarely,No,3,2,2,3,1,1,12,2,4,2,1,3,No
Sales,2,Sales Executive,Travel_Rarely,No,4,3,2,3,3,3,14,5,5,4,1,4,No
Sales,2,Sales Executive,Travel_Rarely,Yes,3,3,4,3,3,2,8,2,5,2,1,4,No
Research & Development,2,Research Scientist,Non-Travel,No,3,3,2,3,4,4,16,8,8,7,1,7,No
Research & Development,1,Research Scientist,Non-Travel,No,3,3,3,3,2,3,5,1,5,3,1,4,No
Sales,3,Sales Executive,Travel_Rarely,No,3,3,3,4,2,2,9,1,8,7,1,1,No
Human Resources,5,Manager,Travel_Rarely,Yes,3,4,2,3,3,0,35,4,10,9,1,4,No
Research & Development,2,Manufacturing Director,Travel_Rarely,Yes,3,3,1,3,3,3,9,6,5,2,1,4,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,4,4,4,6,5,1,5,2,1,4,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,2,4,2,6,12,1,12,8,1,7,No
Research & Development,1,Research Scientist,Travel_Rarely,No,4,3,4,4,3,3,12,3,5,3,1,0,No
Research & Development,2,Research Scientist,Travel_Rarely,No,3,3,4,1,3,2,18,7,7,7,1,7,No
Research & Development,3,Research Director,Travel_Rarely,No,3,1,3,2,3,3,20,3,18,16,1,11,No
Research & Development,5,Manager,Non-Travel,No,3,3,4,4,2,3,21,2,6,0,1,3,No
Sales,1,Sales Representative,Travel_Frequently,No,3,3,1,4,2,3,1,1,1,0,1,0,Yes
Research & Development,2,Healthcare Representative,Non-Travel,No,4,3,3,3,2,2,13,1,13,12,1,9,No
Sales,2,Sales Executive,Travel_Rarely,No,4,2,3,4,3,2,8,1,8,7,1,7,No
Human Resources,3,Human Resources,Travel_Rarely,Yes,3,3,4,3,3,2,9,1,9,0,1,7,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,4,1,3,1,10,1,10,7,1,9,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,1,4,3,3,5,4,1,4,3,1,1,No
Research & Development,2,Manufacturing Director,Non-Travel,No,3,3,1,2,3,2,10,0,9,4,1,7,No
Research & Development,3,Healthcare Representative,Travel_Rarely,No,3,2,1,4,3,5,9,4,7,7,1,7,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,3,2,3,2,6,0,5,3,1,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,2,4,2,3,3,6,0,5,3,1,2,No
Sales,1,Sales Representative,Travel_Frequently,No,3,3,3,3,3,3,6,6,4,3,1,2,No
Sales,1,Sales Representative,Travel_Rarely,No,3,3,2,3,3,5,6,2,4,3,1,2,No
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,1,2,4,3,3,13,5,4,1,1,2,No
Research & Development,2,Healthcare Representative,Non-Travel,Yes,3,1,3,4,3,2,12,2,5,3,1,2,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,3,2,3,2,2,4,1,4,3,1,2,No
Sales,2,Sales Executive,Travel_Rarely,No,3,2,3,4,3,2,10,1,10,9,1,2,No
Research & Development,2,Manufacturing Director,Travel_Rarely,Yes,3,2,2,4,3,3,8,6,5,4,1,2,No
Research & Development,4,Manager,Travel_Rarely,Yes,3,3,4,3,3,2,30,2,5,4,1,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,2,1,3,1,2,1,2,1,1,2,No
Research & Development,3,Manufacturing Director,Travel_Rarely,No,3,3,4,2,4,3,12,4,6,5,1,2,No
Research & Development,1,Laboratory Technician,Travel_Frequently,Yes,3,3,3,1,3,4,6,1,6,3,1,2,Yes
Sales,2,Sales Executive,Travel_Rarely,No,3,3,1,2,1,2,9,2,3,1,1,2,Yes
Sales,2,Sales Executive,Travel_Rarely,No,3,3,3,3,3,3,6,0,5,0,1,2,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,3,2,2,5,6,1,6,0,1,2,No
Research & Development,1,Research Scientist,Non-Travel,No,3,3,4,4,3,3,5,0,4,3,1,2,No
Sales,2,Sales Executive,Travel_Rarely,No,3,2,1,4,2,2,6,6,4,3,1,2,Yes
Research & Development,2,Healthcare Representative,Travel_Frequently,No,3,2,1,1,2,3,13,2,4,3,1,2,No
Research & Development,2,Healthcare Representative,Travel_Frequently,Yes,3,4,2,3,3,2,6,1,6,5,1,2,No
Research & Development,2,Manufacturing Director,Travel_Rarely,Yes,3,2,4,2,2,2,10,1,10,7,1,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,4,3,2,4,3,2,6,8,4,3,1,2,No
Sales,2,Sales Executive,Travel_Frequently,No,3,3,4,2,4,2,8,6,5,4,1,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,4,1,2,2,17,7,6,5,1,2,No
Research & Development,3,Manufacturing Director,Travel_Rarely,Yes,3,3,4,2,4,4,10,4,3,1,1,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,3,3,4,3,8,2,3,1,1,2,No
Sales,2,Sales Executive,Travel_Rarely,Yes,3,3,3,3,2,4,11,3,5,4,1,2,No
Research & Development,2,Laboratory Technician,Travel_Rarely,No,3,3,3,1,3,2,5,0,4,3,1,2,No
Human Resources,2,Human Resources,Travel_Frequently,No,3,3,3,3,3,2,10,3,6,3,1,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,2,1,4,3,3,3,1,3,0,1,2,No
Research & Development,2,Research Scientist,Non-Travel,No,3,3,1,4,2,3,9,4,6,5,1,2,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,1,4,3,2,5,1,5,4,1,2,No
Sales,2,Sales Executive,Non-Travel,Yes,4,3,4,3,3,2,7,1,6,5,1,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,Yes,3,2,3,4,3,2,5,1,5,4,1,2,Yes
Research & Development,3,Healthcare Representative,Travel_Rarely,No,3,4,4,2,3,2,11,3,4,3,1,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,3,4,3,2,9,9,5,3,1,2,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,4,4,4,3,3,6,0,5,0,1,2,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,4,3,3,4,5,1,5,3,1,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,2,2,2,3,6,1,5,3,1,2,No
Research & Development,2,Healthcare Representative,Non-Travel,No,3,3,4,3,3,6,9,5,5,1,1,2,No
Research & Development,2,Healthcare Representative,Travel_Rarely,No,3,2,3,2,2,2,4,1,4,3,1,2,No
Human Resources,1,Human Resources,Travel_Rarely,No,3,3,2,3,3,3,6,4,2,0,1,2,No
Research & Development,2,Research Scientist,Travel_Rarely,Yes,3,3,1,4,2,3,9,6,4,3,1,2,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,3,4,2,3,2,6,6,4,3,1,2,No
Research & Development,2,Laboratory Technician,Travel_Rarely,No,3,4,3,2,4,3,6,2,4,3,1,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,4,2,3,2,3,0,2,2,1,2,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,3,4,4,3,3,6,5,3,2,1,2,No
Research & Development,1,Research Scientist,Travel_Frequently,No,3,3,1,2,2,2,5,4,3,2,1,2,No
Research & Development,2,Laboratory Technician,Non-Travel,No,3,3,2,2,4,3,17,4,3,2,1,2,No
Research & Development,1,Research Scientist,Travel_Frequently,No,3,4,3,2,3,2,18,4,3,2,1,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,2,4,3,3,9,2,3,2,1,2,No
Research & Development,2,Laboratory Technician,Travel_Frequently,No,3,3,2,2,3,5,10,5,6,2,1,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,Yes,3,2,3,4,1,2,4,0,3,2,1,2,Yes
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,3,3,3,1,7,7,3,2,1,2,No
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,3,3,1,3,3,5,0,4,2,1,2,No
Research & Development,2,Healthcare Representative,Travel_Rarely,No,3,3,4,4,3,2,10,9,2,2,1,2,No
Research & Development,5,Research Director,Travel_Frequently,Yes,3,3,1,3,3,4,22,9,3,2,1,2,No
Research & Development,1,Research Scientist,Travel_Frequently,Yes,3,3,4,2,2,3,4,1,4,2,1,2,No
Sales,1,Sales Representative,Travel_Frequently,Yes,3,2,2,1,3,3,3,1,3,2,1,2,Yes
Research & Development,2,Healthcare Representative,Travel_Rarely,No,3,3,3,4,3,2,15,2,3,2,1,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,4,4,3,4,6,9,3,2,1,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,1,2,3,5,8,3,5,2,1,2,No
Research & Development,5,Research Director,Travel_Rarely,No,3,3,1,1,2,4,24,4,4,2,1,2,No
Sales,2,Sales Executive,Non-Travel,No,3,3,3,3,3,3,6,9,3,2,1,2,No
Research & Development,1,Laboratory Technician,Travel_Frequently,No,4,3,4,4,3,1,8,7,3,2,1,2,No
Sales,3,Sales Executive,Travel_Rarely,Yes,3,2,4,3,3,3,15,2,3,2,1,2,No
Sales,1,Sales Representative,Travel_Rarely,No,3,3,2,4,3,3,4,0,3,2,1,2,No
Research & Development,1,Laboratory Technician,Travel_Frequently,No,3,2,3,3,3,3,4,5,2,2,1,2,Yes
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,3,4,4,4,2,8,4,3,2,1,2,No
Research & Development,3,Healthcare Representative,Travel_Frequently,No,3,3,3,1,2,3,28,5,2,2,1,2,No
Sales,2,Sales Executive,Non-Travel,No,3,4,3,4,3,2,6,8,4,2,1,2,Yes
Sales,1,Sales Representative,Travel_Rarely,No,3,3,3,3,3,2,3,1,3,2,1,2,No
Sales,2,Sales Executive,Travel_Rarely,No,4,4,2,4,3,4,4,0,3,2,1,2,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,1,3,3,1,6,5,3,2,1,2,No
Sales,1,Sales Representative,Travel_Rarely,No,3,2,2,2,3,3,3,0,2,2,1,2,No
Sales,1,Sales Representative,Travel_Rarely,Yes,3,2,4,4,2,3,3,1,3,2,1,2,No
Research & Development,1,Research Scientist,Non-Travel,Yes,4,2,1,3,3,0,4,0,3,2,1,2,Yes
Research & Development,1,Laboratory Technician,Travel_Frequently,No,3,3,2,2,3,3,4,0,3,2,1,2,Yes
Research & Development,1,Laboratory Technician,Travel_Rarely,No,4,3,4,2,2,4,3,1,3,2,1,2,No
Research & Development,1,Research Scientist,Travel_Frequently,Yes,3,3,1,1,3,2,6,6,3,2,1,2,Yes
Research & Development,1,Laboratory Technician,Non-Travel,No,3,1,3,1,3,4,3,1,3,2,1,2,No
Research & Development,3,Manufacturing Director,Travel_Frequently,No,3,3,2,4,3,4,23,3,3,2,1,2,No
Research & Development,3,Healthcare Representative,Travel_Rarely,No,3,2,4,4,3,2,9,4,3,2,1,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,2,3,1,2,2,2,1,2,2,1,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,4,1,3,5,3,1,3,2,1,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,1,4,2,2,5,2,3,2,1,2,No
Research & Development,4,Research Director,Travel_Rarely,Yes,3,3,1,4,3,2,25,4,3,2,1,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,1,1,4,4,10,4,3,2,1,2,Yes
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,4,4,2,6,7,3,3,2,1,2,No
Sales,2,Sales Executive,Travel_Rarely,Yes,3,3,2,3,2,3,4,0,3,2,1,2,No
Sales,2,Sales Executive,Travel_Rarely,No,3,4,3,1,2,3,6,2,3,2,1,2,No
Research & Development,2,Healthcare Representative,Travel_Rarely,No,3,3,3,1,2,0,20,2,3,2,1,2,No
Sales,1,Sales Representative,Travel_Frequently,No,3,3,3,1,4,3,5,3,3,2,1,2,Yes
Research & Development,2,Healthcare Representative,Travel_Rarely,Yes,3,3,3,4,3,2,4,0,3,2,1,2,No
Research & Development,2,Laboratory Technician,Travel_Rarely,No,4,2,1,3,3,3,10,4,3,2,1,2,No
Sales,1,Sales Representative,Travel_Rarely,Yes,4,3,4,3,2,3,7,3,3,2,1,2,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,2,2,4,5,8,2,3,2,1,2,No
Research & Development,1,Research Scientist,Travel_Frequently,No,3,3,4,4,2,0,6,2,4,2,1,2,No
Research & Development,4,Research Director,Travel_Rarely,No,3,3,2,1,3,2,27,3,4,2,1,2,No
Research & Development,2,Manufacturing Director,Non-Travel,No,3,2,3,4,3,6,4,0,3,2,1,2,No
Sales,4,Manager,Travel_Rarely,No,3,4,2,2,3,2,29,6,3,2,1,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,2,2,1,3,1,8,5,4,2,1,2,No
Human Resources,2,Human Resources,Non-Travel,No,3,1,2,3,3,4,10,6,3,2,1,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,1,2,4,2,6,1,6,2,1,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,2,3,1,3,3,1,3,2,1,2,No
Human Resources,1,Human Resources,Travel_Frequently,No,3,2,4,3,2,0,6,6,4,2,1,2,Yes
Research & Development,1,Research Scientist,Non-Travel,No,3,3,3,1,2,2,7,4,3,2,1,2,No
Research & Development,2,Healthcare Representative,Travel_Rarely,No,3,4,2,2,1,3,11,3,3,2,1,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,4,3,1,3,3,3,3,1,3,2,1,2,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,1,4,3,2,11,3,3,2,1,2,No
Sales,2,Sales Executive,Non-Travel,No,3,1,3,1,3,1,10,6,3,2,1,2,No
Human Resources,1,Human Resources,Travel_Frequently,Yes,3,3,2,4,3,2,7,0,6,2,1,2,No
Sales,1,Sales Representative,Travel_Rarely,No,3,3,3,1,3,1,3,0,2,2,1,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,3,4,4,2,4,0,3,2,1,2,No
Sales,1,Sales Representative,Travel_Rarely,Yes,3,3,1,3,3,6,2,1,2,2,1,2,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,3,1,4,3,4,4,1,4,2,1,2,No
Research & Development,1,Laboratory Technician,Travel_Frequently,No,3,3,4,4,2,2,8,0,7,7,3,6,No
Sales,2,Sales Executive,Non-Travel,No,4,3,3,2,3,2,10,0,9,5,8,7,No
Research & Development,3,Healthcare Representative,Non-Travel,Yes,3,2,1,3,3,3,10,2,4,0,2,3,No
Research & Development,3,Healthcare Representative,Travel_Frequently,Yes,3,2,1,3,2,5,21,2,10,9,9,5,No
Research & Development,3,Healthcare Representative,Travel_Frequently,No,4,2,1,1,2,1,23,3,13,12,12,8,No
Human Resources,4,Manager,Non-Travel,Yes,3,4,4,4,3,3,23,2,5,3,4,4,No
Sales,3,Sales Executive,Travel_Frequently,No,3,3,4,2,3,6,10,0,9,7,2,8,No
Research & Development,4,Manager,Travel_Frequently,No,3,2,1,4,2,2,21,4,7,6,7,7,No
Research & Development,1,Laboratory Technician,Travel_Frequently,No,3,3,2,4,2,3,13,4,8,7,7,2,No
Research & Development,1,Research Scientist,Non-Travel,No,3,4,4,4,4,3,7,4,5,4,2,2,No
Research & Development,4,Manager,Non-Travel,No,4,2,4,1,3,1,22,9,20,8,11,8,No
Sales,3,Sales Executive,Non-Travel,No,3,2,4,4,3,2,23,6,19,7,12,8,No
Sales,1,Sales Representative,Travel_Frequently,No,3,3,4,1,3,2,13,4,9,8,5,8,No
Research & Development,3,Healthcare Representative,Travel_Frequently,No,4,3,3,3,3,1,20,0,19,6,11,8,No
Sales,2,Sales Executive,Non-Travel,No,3,2,4,4,3,0,13,3,8,7,7,5,No
Sales,4,Sales Executive,Travel_Frequently,No,3,3,2,3,4,2,23,5,20,4,4,8,No
Research & Development,3,Manager,Travel_Frequently,No,3,3,2,4,3,2,12,6,10,6,8,8,No
Research & Development,2,Research Scientist,Non-Travel,Yes,3,3,3,2,3,2,15,3,13,11,10,7,No
Sales,4,Sales Executive,Travel_Frequently,No,3,4,1,3,2,0,36,9,7,7,7,7,No
Sales,3,Sales Executive,Non-Travel,No,3,3,1,3,3,3,10,0,9,8,7,8,No
Research & Development,1,Laboratory Technician,Non-Travel,No,3,3,4,3,2,2,12,0,11,7,6,7,No
Sales,3,Sales Executive,Travel_Frequently,No,3,2,1,3,4,5,22,4,18,13,13,11,No
Research & Development,2,Laboratory Technician,Travel_Frequently,Yes,3,3,3,4,3,3,10,3,8,7,4,7,No
Research & Development,2,Healthcare Representative,Travel_Frequently,No,4,3,4,3,1,2,15,3,13,11,4,7,No
Research & Development,2,Manufacturing Director,Travel_Frequently,Yes,3,4,1,1,3,2,17,6,15,7,4,12,No
Research & Development,1,Research Scientist,Travel_Frequently,Yes,3,3,4,2,3,2,8,5,2,1,2,2,No
Research & Development,2,Healthcare Representative,Travel_Frequently,Yes,3,3,2,3,3,3,17,3,8,7,6,7,No
Research & Development,1,Laboratory Technician,Non-Travel,No,3,3,3,4,3,2,10,9,8,7,7,7,No
Sales,3,Sales Executive,Travel_Frequently,No,3,2,2,3,3,2,30,2,15,7,6,12,No
Research & Development,4,Manager,Non-Travel,No,3,2,1,3,4,3,31,7,9,7,6,2,No
Research & Development,4,Manager,Non-Travel,No,4,4,4,1,2,3,27,2,5,4,2,1,No
Research & Development,4,Healthcare Representative,Travel_Frequently,No,3,3,4,1,3,4,21,7,18,7,11,5,Yes
Research & Development,3,Research Director,Travel_Frequently,No,3,3,3,2,2,3,20,9,18,7,2,13,No
Sales,4,Sales Executive,Travel_Frequently,Yes,3,3,1,3,2,2,22,0,21,9,13,14,Yes
Research & Development,2,Healthcare Representative,Travel_Frequently,No,4,2,1,4,3,3,14,0,13,9,4,9,No
Sales,5,Manager,Travel_Frequently,Yes,4,3,2,4,2,5,31,4,29,10,11,10,No
Research & Development,2,Laboratory Technician,Travel_Frequently,No,3,3,2,3,4,2,15,4,11,8,5,10,No
Research & Development,1,Laboratory Technician,Travel_Frequently,No,3,2,3,2,2,6,8,0,7,0,7,7,No
Research & Development,2,Laboratory Technician,Non-Travel,No,3,1,4,3,3,6,10,0,9,8,7,5,No
Research & Development,4,Manager,Non-Travel,Yes,3,3,3,3,2,3,21,0,20,8,2,10,No
Sales,2,Sales Executive,Travel_Frequently,No,3,4,1,1,2,2,17,2,15,7,6,13,No
Research & Development,3,Healthcare Representative,Travel_Frequently,Yes,3,3,4,3,3,1,9,0,8,7,7,7,Yes
Research & Development,3,Research Director,Non-Travel,No,3,2,2,4,3,5,16,2,9,8,4,8,No
Research & Development,4,Research Director,Travel_Frequently,No,3,3,1,2,2,3,16,7,14,8,6,9,No
Research & Development,3,Healthcare Representative,Travel_Frequently,Yes,3,3,4,4,1,3,24,2,20,8,13,9,No
Research & Development,4,Healthcare Representative,Travel_Frequently,Yes,3,3,3,2,3,3,32,2,30,8,12,13,No
Sales,2,Sales Executive,Travel_Frequently,Yes,4,3,4,4,4,2,13,3,11,9,6,7,Yes
Research & Development,2,Research Scientist,Travel_Frequently,No,3,3,4,4,4,4,19,7,13,11,2,9,No
Sales,1,Sales Representative,Travel_Frequently,Yes,3,3,3,4,3,3,19,2,9,7,7,7,Yes
Research & Development,3,Healthcare Representative,Non-Travel,No,4,2,3,3,2,3,25,3,23,15,14,4,No
Sales,4,Sales Executive,Travel_Frequently,No,3,1,3,3,1,3,25,7,23,5,14,10,Yes
Human Resources,1,Human Resources,Non-Travel,No,3,3,2,1,3,3,13,5,11,10,3,8,No
Sales,2,Sales Executive,Travel_Frequently,No,3,3,4,3,3,6,7,2,2,1,2,2,No
Sales,4,Manager,Non-Travel,No,4,3,2,2,2,0,37,4,16,9,14,14,No
Sales,2,Sales Executive,Non-Travel,No,4,3,3,3,4,3,10,4,8,7,5,7,No
Research & Development,1,Research Scientist,Non-Travel,No,4,3,3,3,2,1,10,3,6,3,3,3,No
Research & Development,1,Research Scientist,Travel_Frequently,No,3,2,1,4,2,2,8,0,7,6,7,3,No
Research & Development,4,Manager,Travel_Frequently,No,3,3,4,4,3,3,24,3,22,17,4,7,No
Research & Development,1,Laboratory Technician,Travel_Frequently,No,3,4,4,3,3,3,8,0,7,7,7,7,No
Research & Development,5,Research Director,Travel_Frequently,No,3,3,4,2,3,3,28,3,5,4,4,3,No
Research & Development,3,Research Director,Non-Travel,No,4,3,3,3,4,2,13,4,11,7,4,8,No
Research & Development,2,Manufacturing Director,Travel_Frequently,No,3,2,3,1,3,1,10,2,8,3,7,7,No
Research & Development,3,Research Director,Non-Travel,No,3,3,2,3,1,3,14,0,13,8,5,12,No
Research & Development,2,Healthcare Representative,Travel_Rarely,No,3,3,3,3,2,3,17,6,7,7,7,7,No
Sales,4,Manager,Travel_Rarely,No,3,2,4,1,3,3,31,2,25,8,3,7,No
Research & Development,3,Research Director,Travel_Rarely,No,3,3,2,1,3,4,13,0,12,6,2,11,No
Research & Development,5,Manager,Travel_Rarely,No,3,3,3,3,2,3,26,4,14,13,4,8,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,2,3,3,2,10,0,9,7,4,2,No
Research & Development,3,Healthcare Representative,Travel_Rarely,No,3,2,4,1,3,4,24,3,22,6,5,17,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,3,4,2,2,2,6,2,2,0,2,0,Yes
Research & Development,5,Research Director,Travel_Rarely,Yes,3,2,3,2,2,2,29,5,27,3,13,8,No
Sales,3,Sales Executive,Travel_Rarely,No,3,3,1,1,2,3,28,7,21,16,7,9,No
Sales,2,Sales Executive,Travel_Rarely,No,3,2,1,3,3,2,16,0,15,13,2,8,No
Research & Development,3,Manager,Travel_Rarely,No,3,2,1,3,3,6,14,2,11,10,5,8,No
Research & Development,1,Research Scientist,Travel_Rarely,Yes,3,3,2,2,3,2,7,9,5,4,4,3,Yes
Research & Development,5,Research Director,Travel_Rarely,No,3,3,3,1,3,5,23,7,20,18,15,15,No
Sales,2,Sales Executive,Travel_Rarely,Yes,3,1,3,2,2,3,12,4,7,7,7,7,Yes
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,4,3,3,2,3,0,2,1,2,1,No
Sales,2,Sales Executive,Travel_Rarely,No,3,2,3,4,4,1,17,4,15,11,5,9,No
Human Resources,2,Human Resources,Travel_Rarely,Yes,3,3,4,3,1,2,12,0,11,9,4,7,No
Sales,2,Sales Representative,Travel_Rarely,Yes,4,3,3,2,1,3,13,2,7,7,4,5,No
Sales,3,Sales Executive,Travel_Rarely,No,3,2,4,3,2,2,15,7,12,11,2,11,No
Research & Development,5,Manager,Travel_Rarely,No,3,3,2,3,3,5,21,3,5,4,4,4,No
Sales,3,Sales Executive,Travel_Rarely,No,3,3,4,2,3,2,12,2,10,9,7,4,No
Research & Development,5,Research Director,Travel_Rarely,No,3,4,2,3,3,3,36,8,24,15,2,15,No
Research & Development,5,Manager,Travel_Rarely,No,3,2,3,3,3,5,34,0,33,18,11,9,No
Research & Development,3,Research Director,Travel_Rarely,No,3,2,2,2,1,5,16,5,10,9,4,7,No
Research & Development,2,Laboratory Technician,Travel_Rarely,No,3,3,2,4,4,3,16,8,13,11,3,7,No
Sales,3,Sales Executive,Travel_Rarely,No,3,3,3,1,2,6,17,0,16,10,5,13,No
Research & Development,2,Manufacturing Director,Travel_Rarely,No,3,2,1,4,3,3,13,6,11,9,5,9,No
Research & Development,1,Laboratory Technician,Travel_Rarely,Yes,3,2,1,4,3,4,10,0,9,6,7,8,No
Research & Development,5,Research Director,Travel_Rarely,No,3,3,3,1,3,5,22,0,21,7,3,9,No
Sales,4,Manager,Travel_Rarely,Yes,3,1,2,3,2,2,28,3,7,7,7,7,No
Research & Development,2,Healthcare Representative,Travel_Rarely,No,4,2,4,2,3,2,10,0,9,0,7,8,No
Research & Development,4,Healthcare Representative,Travel_Rarely,Yes,3,3,4,3,3,2,21,0,20,7,4,10,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,3,4,4,3,4,16,0,15,13,10,11,No
Research & Development,5,Manager,Travel_Rarely,Yes,3,3,1,4,3,2,37,0,36,10,4,13,No
Research & Development,3,Manager,Travel_Rarely,No,3,4,2,2,2,6,10,7,7,7,6,2,No
Research & Development,2,Research Scientist,Travel_Rarely,No,3,3,2,3,3,2,10,4,8,0,7,7,No
Sales,3,Sales Executive,Travel_Rarely,No,3,3,2,3,2,3,12,0,11,9,6,9,No
Sales,2,Sales Executive,Travel_Rarely,No,3,4,4,2,2,3,10,4,8,7,7,7,No
Research & Development,3,Healthcare Representative,Travel_Rarely,No,3,4,4,3,2,5,19,0,18,10,3,7,No
Research & Development,2,Research Scientist,Travel_Rarely,No,3,3,4,4,3,3,12,9,10,9,9,8,No
Research & Development,3,Research Director,Travel_Rarely,Yes,3,2,4,3,3,3,12,0,11,10,2,9,No
Research & Development,2,Research Scientist,Travel_Rarely,Yes,3,4,1,3,3,2,13,4,7,7,6,7,No
Sales,2,Sales Executive,Travel_Rarely,No,3,3,3,2,3,6,6,0,5,4,4,4,No
Research & Development,5,Manager,Travel_Rarely,No,3,3,1,1,1,5,33,5,29,8,11,10,No
Research & Development,4,Manager,Travel_Rarely,No,3,2,3,2,3,2,28,0,27,10,15,7,No
Research & Development,1,Laboratory Technician,Travel_Rarely,No,3,1,3,4,3,2,6,0,5,4,4,3,No
Research & Development,1,Research Scientist,Travel_Rarely,No,3,2,3,4,3,3,14,3,7,3,5,7,No
Research & Development,3,Manager,Travel_Rarely,Yes,3,3,3,2,4,2,15,7,7,6,7,7,Yes
